ObservationID,ObservationDate,ObservedEmployeeID,Location,Category,Description,RiskLevel,IsNearMiss,IsIncident
OBS00484,2024-03-26 14:27:09,EMP0137,CNC Area,Ergonomics,Chemical container improperly placed.,Medium,False,False
OBS00485,2024-02-10 04:16:35,EMP0017,Paint Booth,Ergonomics,Machine guard left open.,Low,False,False
OBS00486,2024-02-26 05:27:39,EMP0042,Paint Booth,Chemical Safety,Oil spill spotted on walkway.,Medium,False,False
OBS00487,2024-06-04 16:24:13,EMP0092,Loading Bay,Housekeeping,Chemical container improperly placed.,High,True,False
OBS00488,2024-10-12 19:58:17,EMP0177,Line-3,Chemical Safety,Poor posture observed during lifting.,Medium,False,False
OBS00489,2024-03-14 20:13:29,EMP0152,Line-1,Ergonomics,Gloves missing during handling.,High,False,False
OBS00490,2024-10-20 20:26:29,EMP0018,Loading Bay,Housekeeping,Machine guard left open.,Medium,False,False
OBS00491,2024-09-07 18:07:05,EMP0060,CNC Area,Machine Safety,Poor posture observed during lifting.,High,False,False
OBS00492,2024-10-11 11:52:19,EMP0027,Tool Room,Machine Safety,Chemical container improperly placed.,High,False,True
OBS00493,2024-10-25 06:29:08,EMP0031,Loading Bay,Ergonomics,Gloves missing during handling.,High,False,False
OBS00494,2024-09-05 03:52:04,EMP0174,Line-1,Ergonomics,Chemical container improperly placed.,Low,False,False
OBS00495,2024-08-19 11:54:37,EMP0120,Tool Room,Chemical Safety,Worker showed correct PPE usage.,High,False,True
OBS00496,2024-10-20 21:29:13,EMP0139,Line-2,PPE,Oil spill spotted on walkway.,Low,False,False
OBS00497,2024-09-21 23:25:27,EMP0177,Press Shop,Machine Safety,Worker showed correct PPE usage.,Low,False,False
OBS00498,2024-10-14 17:26:03,EMP0156,Paint Booth,PPE,Machine guard left open.,High,False,True
OBS00499,2024-11-20 07:21:33,EMP0015,Warehouse,PPE,Poor posture observed during lifting.,Medium,False,False
OBS00500,2024-02-01 21:07:42,EMP0049,Line-3,Housekeeping,Gloves missing during handling.,Medium,True,False
